web-scraper-order,web-scraper-start-url,stars,review,comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392127-7768,https://www.taptap.com/app/134490/review?order=default&page=21,width:,14px,难得在tap里面发现两分以下的游戏，居然分这么低那***脆来踩一脚好了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392077-7408,https://www.taptap.com/app/134490/review?order=default&page=39,width:,14px,迷你屎借抄我的世界，这个游戏又抄迷你屎借。优秀。(￣_￣,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392157-8045,https://www.taptap.com/app/134490/review?order=default&page=7,width:,14px,这么说好呢，我真的是第一次见抄的那么大胆不要脸的了，名字还那么吊炸天，我还以为是什么玩意，直到看了介绍视频马上就明白评分这么低的原因了。赤裸裸的抄饥荒啊，你当玩家是傻子看不出来吗，而且画质还那么辣鸡，除了美工差太多，简直就是一模一样了啊。果断一星不解释。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392176-8177,https://www.taptap.com/app/134490/review?order=default&page=1,width:,14px,不得不说，模仿某游戏真的过分了，就算游戏模式一样没什么，起码人物模型，世界模型用心设计一下，再独立设计一些新颖玩法，也可能成为好游戏，过分的是，人物长的和某游戏像孪生一样，地图也是和某游戏各版本杂糅混为一团，虽然加入了新玩法，但新玩法也是从另一款游戏中出来的。真的不知道说什么好。。。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392147-7943,https://www.taptap.com/app/134490/review?order=default&page=12,width:,14px,在下佩服，抄袭蹭了几个知名度超高游戏，生怕不被发现还有厂商是真不知道饥荒mc生存战争粉丝的数量嘛，求喷？佩服佩服,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392098-7567,https://www.taptap.com/app/134490/review?order=default&page=31,width:,14px,这是想不出名字了还是怎样？把两个游戏名混在一起就完了？还高仿饥荒。。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392138-7865,https://www.taptap.com/app/134490/review?order=default&page=16,width:,14px,没敢下。额总的来说，这款游戏结合了我最喜欢的三款生存游戏——我的世界，生存战争，饥荒。所以，我很喜欢……个屁啊！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392086-7481,https://www.taptap.com/app/134490/review?order=default&page=35,width:,14px,说实在的，我很讨厌这种蹭别人名气的游戏，感觉和白嫖一样。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392121-7712,https://www.taptap.com/app/134490/review?order=default&page=24,width:,14px,我连一星都不想打，抄袭迷你世界和我的世界！一看简介就知道不是个好东西！辣鸡，我玩都不想玩！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392174-8158,https://www.taptap.com/app/134490/review?order=default&page=2,width:,14px,有零分的话我绝对打零分，辣鸡游戏，主界面抄贪婪洞窟，玩法操作地图抄饥荒，游戏背景抄森林，游戏名你tm还想不出来？比迷你脸皮还厚，没有一点原创，画风都不改，只有抄袭照搬，明明就是拿其他游戏装了个mod明目张胆拿出来，不愧是国产游戏，开发者你个sa逼把别人都当傻子？还有评三星以上的除了友军估计都是水军和小学生，还有开发商，你tm逃不掉了，祝开发商全体人员暴毙，公司被三个厂商联合告上法庭，所有相关人员被告到破产自杀！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392147-7949,https://www.taptap.com/app/134490/review?order=default&page=12,width:,70px,游戏画面优秀内容完美，剧情富有深意，饱含人生哲学。玩法创新，极具特色。免费为广大玩家提供了快乐，又有让氪金大佬不失霸气的皮肤系统。总之，业界良心游戏。（两块一条，括号内删除）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392100-7594,https://www.taptap.com/app/134490/review?order=default&page=30,width:,14px,饥荒内容+mc和生存战争的名字,开发商是当玩家弱智吗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392086-7480,https://www.taptap.com/app/134490/review?order=default&page=35,width:,14px,这是直接照搬了，连画风都不改一下的吗？怕别人不知道是抄袭？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392088-7501,https://www.taptap.com/app/134490/review?order=default&page=34,width:,14px,还有一款游戏叫我的世界生存战争，但封面是饥荒。。。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392153-8004,https://www.taptap.com/app/134490/review?order=default&page=9,width:,14px,对于一个玩过饥荒的粉丝来说，真的无法容忍这种换皮抄袭的恶劣行径，做游戏用心与创新，两者结合才能做出更好的作品，才能留住玩家，像这样的行为，作为一名玩家我表示难以接受，国产游戏的崛起可不应该像这样，不要把玩家当傻子！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392164-8103,https://www.taptap.com/app/134490/review?order=default&page=4,width:,14px,怎么说呢？我只能说是真的很差，为啥一定要把我的世界和迷你世界强行弄在一起呢？是没有题材吗？这样抄袭我的世界，迷你世界，吃鸡，真的好吗？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392116-7658,https://www.taptap.com/app/134490/review?order=default&page=26,width:,14px,B站看见了，特意来给差评，这种公司赶紧死掉吧，别祸害人家没接触过原版的玩家！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392100-7590,https://www.taptap.com/app/134490/review?order=default&page=30,width:,14px,光听到有姓名，连一星都不想给，抄袭就抄袭了，还抄袭饥荒和我的世界,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392107-7645,https://www.taptap.com/app/134490/review?order=default&page=27,width:,14px,什么抄袭？你们玩过吗？凭什么污蔑他抄袭！明明是照搬饥荒好吗？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392119-7684,https://www.taptap.com/app/134490/review?order=default&page=25,width:,14px,这个游戏也太好了吧（浏览器下载玩家_没有记录时长不过无所谓，反正都长不了多少）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392084-7455,https://www.taptap.com/app/134490/review?order=default&page=36,width:,14px,当我看到名字和评论时，我就决定了这个分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392159-8067,https://www.taptap.com/app/134490/review?order=default&page=6,width:,14px,没的说，现在随便抄点就敢放出来骗钱了？请你骗钱也骗的专心点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392162-8095,https://www.taptap.com/app/134490/review?order=default&page=5,width:,14px,当我看到这个游戏的名字，oh,my,god！巧妙地融合了（巧妙地穿插并抄袭了）全球两款史诗级超级NB的沙盒游戏巨作的名字，oh,my,god！我下载好并且进入这个游戏的时候，oh,my,god！这垃圾的画质！这僵硬的线条！这复杂的合成！这***的故事背景！oh,my,god！天哪😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱！所以，我一星也不想给，所以，放下你们的五星差评，给一个负五星差评吧！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392123-7727,https://www.taptap.com/app/134490/review?order=default&page=23,width:,14px,这不就是饥荒吗？？动作还不流畅？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392073-7364,https://www.taptap.com/app/134490/review?order=default&page=41,width:,14px,打死一个人,剩余98人估计都过来围着你锤了.🌚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392149-7963,https://www.taptap.com/app/134490/review?order=default&page=11,width:,14px,类似的游戏并不少见，为何别人没有受到非议而是颇受好评？是开发世界中属于自己的独创体系。抄袭借鉴未尝不可，抄一万个点子回来会变成神作。但是这个……一星表态度。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392071-7347,https://www.taptap.com/app/134490/review?order=default&page=42,width:,70px,真他妈好（la）玩（ji），进入这个游戏跟天（gou）堂（shi）一样，真的太他妈吊了，（滑稽）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392079-7417,https://www.taptap.com/app/134490/review?order=default&page=38,width:,14px,首先抄袭饥荒。玩法不说，就画质而言，确实挺“好”的,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392147-7952,https://www.taptap.com/app/134490/review?order=default&page=12,width:,28px,说实话，这个有游戏真的。。。。。生存模式技巧详解对于一开始不会造工具的人，可以慢慢摸索。首先是如何过好第一晚，这就涉及到食物和建房子，一开始是空手撸的，所以还是多找南瓜、鸟、鱼比较好，这里一笔带过。接下来就是房子了，一开始的房子不用很纠结，随便造就行，另外不要因为舍不得而一直呆在房子周围，到时候再造一个。这里教两种造房子的方法第一种是挖很多泥块一边跳一边往自己脚下垫，一定要高一些，注意最好在顶端做一个3乘3的地板，然后地板上面再做一层(浮空的)，这样防止被雷劈。第二种就是往地面下挖，一定记得边挖边做阶梯，然后把口子堵上，明天再把堵的方块挖掉，如果碰到主动攻击的野兽，如狮子老虎等。两种逃生小窍门第一种找一个大一些的水塘，一定要浅，事先准备很多泥块，引他到水里，然后自己前面垫泥块走到上面，一直垫到水塘尽头，快速绕到另外一端，狮子会和你走，这个时候他会因为在水里走得慢。所以可以逃跑，还有一种成功率很低，如果没有水，就找到一个有点像楼梯的地方(不找也行)，用泥块堆一个两层的墙挡住他，然后往地下挖，挖三层后把洞口封住，再挖很远，然后出来。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392116-7656,https://www.taptap.com/app/134490/review?order=default&page=26,width:,14px,天啊，这不就是用两个史诗级的游戏合成一另一个史诗级游戏嘛，我的世界加生存战争，合成成饥荒，你在逗我？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392131-7795,https://www.taptap.com/app/134490/review?order=default&page=19,width:,14px,画风巨像饥荒，但实际内容有比不上饥荒。人家贪婪洞窟好歹玩法比较新颖。。。好吧，还算新颖。。。不过你抄袭好歹画的好一点啊！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392176-8173,https://www.taptap.com/app/134490/review?order=default&page=1,width:,14px,你这三合一体“牛叉”哈，光影盗版MC，界面盗版迷你，玩法盗版吃鸡，你XX不会先经过版权人同意再上市吗？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392151-7989,https://www.taptap.com/app/134490/review?order=default&page=10,width:,14px,先不说其他的，迷离世界盗用我的世界的东西，然而你们居然盗用迷你世界？？而且还厚颜无耻的使用我的世界和生存战争这两个如此伟大的沙盒游戏名字？？你们脸呢？不是看在游戏奔跑有个相机倾斜，不然这个游戏不配我打字去喷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392125-7754,https://www.taptap.com/app/134490/review?order=default&page=22,width:,14px,下一下，玩一年，游戏不花一分钱。一份游戏，好几份的快乐，即便是这样你们还要给差评，真的是我带过最差的一届玩家了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392086-7482,https://www.taptap.com/app/134490/review?order=default&page=35,width:,14px,我的世界＋生存战争＋饥荒＝新游戏？我不多说，请自行品味。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392162-8093,https://www.taptap.com/app/134490/review?order=default&page=5,width:,14px,十分好奇，怎么会有这么低的评分儿，果断下载试玩了一波～评论区的大神都太秀了，现在我在这里说一下真实感受。首先画风堪比幼儿园儿童画。僵硬的线条，简陋的场景，无法想象这是一个深圳大城市厂子造出来的游戏。还有就是操作问题，是操作的灵敏性太强，还是我的手抖？？点往左走却往上走，emmmm？？还有就是连个背景音乐都没有，是不是开发商太穷了没有钱定制呢？总之操作感极差！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392064-7279,https://www.taptap.com/app/134490/review?order=default&page=45,width:,14px,我可以骂人吗，这......有饥荒不玩玩这个。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392098-7573,https://www.taptap.com/app/134490/review?order=default&page=31,width:,14px,先不说名字，这评分，不得不说是我在TapTap上见过的最低分，但内容绝对符合这评分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392116-7660,https://www.taptap.com/app/134490/review?order=default&page=26,width:,14px,看图标觉得有点不对劲...点进来一看视频，不就是Don't,starve,吗？？？一星不解释,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392123-7717,https://www.taptap.com/app/134490/review?order=default&page=23,width:,14px,渐行渐远，是一个汉语词语，是指由于人的性格、观念、背景、立场等的不同，以至于本来很要好的两个人，形同陌路,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392140-7890,https://www.taptap.com/app/134490/review?order=default&page=15,width:,14px,饥荒手游国内代理？噢，不好意思看错了，只是抄袭而已。竟然还厚着脸皮建立玩家群跟游戏开发者公告，果然钱这种东西，还是比脸重要。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392090-7521,https://www.taptap.com/app/134490/review?order=default&page=33,width:,14px,你抄袭饥荒还敢光明正大的在TapTap上架，胆子不小啊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392075-7392,https://www.taptap.com/app/134490/review?order=default&page=40,width:,42px,玩了一天，这游戏的装了箱子后所以箱子里的物品都会叠起来看都看不清，加上死了后可以复活，不用钱的复活，我玩了一天后发现到了现在晚上游戏就自动崩溃了！登了几次都直接(游戏已经崩溃),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392155-8026,https://www.taptap.com/app/134490/review?order=default&page=8,width:,14px,我原本是不想评价的，我实在是想不出用什么话来赞美这个游戏，只能说，迷你世界的制作人给这个游戏制作人舔吊的资格都不够，这种不要脸情怀鄙人非常服气，希望能一直保持下去（衷心祝福），好了，不多说了，一星好评！！！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392090-7530,https://www.taptap.com/app/134490/review?order=default&page=33,width:,14px,上一个叫我的世界生存战争的已经凉了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392067-7312,https://www.taptap.com/app/134490/review?order=default&page=44,width:,14px,这游戏就是蹭热度的咋不叫王者荣耀全面出击,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392149-7970,https://www.taptap.com/app/134490/review?order=default&page=11,width:,14px,跟我的世界有关系吗，可能里面真是只有我自己，这种抄袭的游戏大家就不要拿来玩了好吧，建个房子1个多小时，直接出来秒删游戏，总之找不到形容词来形容了，希望开发商能渐行渐远2333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392138-7864,https://www.taptap.com/app/134490/review?order=default&page=16,width:,14px,我还以为是我看错了，就凭这从名字到画风再到玩法无不是抄袭蹭热度的游戏居然能进tap?！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392162-8090,https://www.taptap.com/app/134490/review?order=default&page=5,width:,14px,我以为很好，进去后我后悔了，跟迷你世界相似（我没礼貌的说一句辣鸡）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392127-7769,https://www.taptap.com/app/134490/review?order=default&page=21,width:,14px,我勒个去，光看这视频就让我正在矫正的牙更疼了，这简直就是在侮辱饥荒，我，，，不多说了，膈应人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392127-7760,https://www.taptap.com/app/134490/review?order=default&page=21,width:,14px,今日头条给了多少钱？？点一下一个今日头条,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561392138-7872,https://www.taptap.com/app/134490/review?order=default&page=16,width:,28px,人家抄袭可耻，你们在这里给他刷热度？我搜我的世界第二个就是这个，打两星给你们作对。emmmm，我在网上找点素材，抄袭几个热门游戏，然后在网上发帖嘲讽一下你们，我就能当网红了？啧啧啧，安静地举报下会死？虽然我也不知道会不会被怼，你们怼我就自删好吧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
